year,tone,sentiment
2017,-2.37037037037037,negative
2017,-6.875,negative
2017,-2.64026402640264,negative
2017,-4.0,negative
2017,-6.875,negative
2017,-1.89473684210526,negative
2017,-1.22549019607843,negative
2017,-1.49253731343284,negative
2017,-3.97877984084881,negative
2017,0.900900900900901,positive
2017,-6.875,negative
2017,-0.97323600973236,negative
2017,0.945626477541371,positive
2017,-3.36391437308868,negative
2017,-0.353356890459364,negative
2017,-2.65095729013255,negative
2017,-1.61290322580645,negative
2017,-1.87793427230047,negative
2017,-3.83141762452107,negative
2017,-1.02564102564103,negative
2017,-0.997506234413965,negative
2017,3.71075166508087,positive
2017,-4.67625899280576,negative
2017,-2.65095729013255,negative
2017,-0.956937799043062,negative
2017,-1.81219110378913,negative
2017,-1.49790293588975,negative
2017,-2.84495021337127,negative
2017,3.89140271493213,positive
2017,0.0,neutral
2017,-0.954653937947494,negative
2017,-3.38983050847458,negative
2017,-3.01724137931035,negative
2017,-0.980392156862745,negative
2017,-0.472255017709563,negative
2017,-6.875,negative
2017,-5.10948905109489,negative
2017,2.72373540856031,positive
2017,-4.26287744227353,negative
2017,-5.01567398119122,negative
2017,1.32743362831858,positive
2017,0.797448165869219,positive
2017,0.604229607250755,positive
2017,1.70648464163823,positive
2017,3.7914691943128,positive
2017,3.35305719921105,positive
2017,1.58102766798419,positive
2017,0.993377483443709,positive
2017,0.699300699300699,positive
2017,3.28358208955224,positive
2017,2.05562273276904,positive
2017,2.58064516129032,positive
2017,0.273224043715847,positive
2017,3.36879432624113,positive
2017,0.5420054200542,positive
2017,0.516795865633075,positive
2017,6.24370594159114,positive
2017,1.58371040723982,positive
2017,3.96270396270396,positive
2017,2.05479452054795,positive
2017,-1.7743979721166,negative
2017,2.53164556962025,positive
2017,1.22699386503067,positive
2017,1.36986301369863,positive
2017,3.72093023255814,positive
2017,-3.06122448979592,negative
2017,0.952380952380952,positive
2017,-0.228136882129277,negative
2017,1.73160173160173,positive
2017,1.3215859030837,positive
2017,0.483558994197292,positive
2017,1.76470588235294,positive
2017,0.903405142460042,positive
2017,1.09090909090909,positive
2017,0.291120815138282,positive
2017,1.08790252393386,positive
2017,1.51898734177215,positive
2017,1.29449838187702,positive
2017,1.3671875,positive
2017,0.0,neutral
2017,0.75046904315197,positive
2017,2.43407707910751,positive
2017,2.23325062034739,positive
2017,4.3859649122807,positive
2017,-2.11267605633803,negative
2017,1.05263157894737,positive
2017,7.77777777777778,positive
2017,-3.74510899944103,negative
2017,1.28205128205128,positive
2017,2.74509803921569,positive
2017,1.32978723404255,positive
2017,1.67865707434053,positive
2017,-2.21642764015645,negative
2017,0.893617021276595,positive
2017,2.05655526992288,positive
2017,-2.75229357798165,negative
